name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
BlessedSword	swor		cm7	scm	7sm	100		1	0	23	36							14	2	-30	250				250		85	85	8200	24600			scm			cm7	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx	1	0
Cutthroat Paw	h2h3	wpn4	u11	clw	u11	100		1	1	32	47							14	1	-50	250	250	105	105	250		105	96	7250	21750			clw	u11	u11	u11	ht1	ht1	5	1hsl	1	3					flpclw	invclw6			1	3	0	runic talons	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Ancient Purifier	mace	wpn4	u12	fla	u12	100		1	1	18	63							14	2	-30	300		194		250		110	99	7250	21750			fla	u12	u12	u12	1hs	1hs	5	1hsl	2	3					flpfla	invfla3			1	6	0	scourge	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Hallowed Gavel	hamm	wpn4	u13	whm	u13	100		1	1	39	57							14	2	5	275		210		250		105	96	7250	21750			whm	u13	u13	u13	1hs	1hs	5	1hsl	2	3					flpwhm	1hmace			1	6	0	legendary mallet	0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Elegant Baselard	swor	wpn4	u14	bsd	u14	100		1	1	35	44							14	2	-15	275		194		250		105	96	7100	21300			bsd	u14	u14	u14	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	5	0	conquest sword	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Stalwart Chopper	2Axe	wpn4	u15	btx	u15	100		1	1				1	56	97			17	3	-20	375		220		250		105	96	9020	27060			btx	u15	u15	u15	stf	stf	5	2hsl	2	4					flpgax	invgax3			1	6	0	champion axe	0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Sanctified Bayonet	2Spe	wpn4	u16	tri	u16	100		1	1				1	31	119			17	4	-10	300	300	110	110	250		105	96	6810	20430			tri	u16	u16	u16	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	ghost spear	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Unfurled Sickle	pole	wpn4	u17	scy	u17	100		1	1				1	52	102			17	4	-20	375		220		250		105	96	11750	35250			scy	u17	u17	u17	stf	stf	5	2hsl	2	4					flpwsc	invwsc3			1	6	0	giant thresher	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Falconer's Bow	abow	wpn4	u18	am1	u18	100		1	1				1	19	54			13		0		350		155	250		105	96	10645	31935		300	sbw	u18	u18	u18	bow	bow	6	bow	2	4					flpam1	invam1c			1	6	0	matriarchal bow	0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Invoking Shard	orb3	orb4	u19	ob4	u19	100		1	1	26	47							14	0	-30	250	250			250		105	96	3550	10650	1		bst	u19	u19	u19	1hs	1hs	5	1hss	1	3					flpob5	scepter028			1	3	0	dimensional shard	0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			5	8	0	xxx	xxx	1	0
Infidel Wand	wan3	wan4	u20	ywn	u20	100		1	1	14	19							14	0	-40	250	250			250		105	96	3400	10200			ywn	u20	u20	u20	1hs	1hs	5	1hss	1	3					flpywn	maces004			1	2	0	ghost wand	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Dowager Javelin	ajav	jav4	u21	pil	u21	100		1	1	31	50					41	66	15	2	-30	250	250	94	94	250		105	96	17	51		321	jav	u21	u21	u21	1ht	1ht	5	1ht	1	3	1	1023	1023	1023	flpam5	invam5			1	3	0	matriarchal javelin	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					20			1	2	0	xxx	xxx	1	0
Dowager Pike	aspe	wpn4	u22	pik	u22	100		1	1				1	50	119			15	4	-15	300	300	120	120	250		105	96	9410	28230		324	spr	u22	u22	u22	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	matriarchal pike	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	xxx	xxx	1	0
Ensorcelled Staff	staf	wpn4	u23	lst	u23	100		1	1				1	53	80			17	3	-20	375				250		105	96	4665	13995	1		lst	u23	u23	u23	stf	stf	5	staf	2	4					flpwst	skystaff			1	6	0	archon staff	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	xxx	xxx	1	0
Royal Virge	sce3	wpn4	pu1	whm	pu1	100		1	1	31	44							14	2	-30	275		205		250		105	96	6950	20850			whm	pu1	pu1	pu1	1hs	1hs	5	club	2	3					flpwsp	invwsp3			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1	2	0	xxx	xxx	1	0
Royal Pernach	sce3	wpn4	pu2	whm	pu2	100		1	1	34	48							14	2	-40	300		215		250		110	99	6950	20850			whm	pu2	pu2	pu2	1hs	1hs	5	club	2	3					flpwsp	invwsp3			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1	2	0	xxx	xxx	1	0
Spectral Estoc	jave	jav4	u25	glv	u25	100		1	1	18	31					23	40	14	2	-10	250	250	95	105	250		105	96	17	51		320	glv	u25	u25	u25	1ht	1ht	5	1ht	1	4	1	500	500	500	flpglv	invglv			1	4	0	ghost glaive	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Volant Axe	taxe	jav4	u24	hax	u24	100		1	1	20	34					25	45	15	1	-20	275	275	105	105	250		110	99	17	51		320	hax	u24	u24	u24	1hs	1hs	5	1hsl	2	3	1	500	500	500	flpbal	invbal			1	5	0	winged axe	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Scissors Garrote	h2h3	wpn4	u26	skr	u26	100		1	1	38	44							14	1	-40	275	275	125	125	250		110	99	7250	21750			skr	u26	u26	u26	ht1	ht1	5	1hsl	1	3					flpskr	invskr3			1	3	0	scissors suwayyah	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Destroyer Axe	axe	wpn4	u27	axe	u27	100		1	1	30	52							14	2	-10	300		215		250		110	99	7100	21300			axe	u27	u27	u27	1hs	1hs	5	1hsl	2	3					flpwax	axe5			1	6	0	berserker axe	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Chaos Blade	swor	wpn4	u28	crs	u28	100		1	1	32	47							14	2	-25	300		215		250		110	99	6950	20850			crs	u28	u28	u28	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	5	0	phase blade	0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Serrated Knife	knif	wpn4	u29	dgr	u29	100		1	1	30	40							14	1	-30	275	275			250		110	99	3550	10650			dgr	u29	u29	u29	1ht	1ht	5	1ht	1	3					flpbld	dagger020			1	3	0	legend spike(dagger)	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Goliath Sword	2Swo	wpn4	u30	gsd	u30	100		1	1	32	50	1	1	57	106			17	3	-10	350		225		250		110	99	9410	28230			gsd	u30	u30	u30	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0	colossus blade	0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Behemoth Poleaxe	pole	wpn4	u31	pax	u31	100		1	1				1	52	117			17	4	-10	400		225		250		110	99	11490	34470			hal	u31	u31	u31	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	great poleaxe	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Lavish Impaler	2Spe	wpn4	u32	pik	u32	100		1	1				1	50	139			17	4	5	325	325	125	125	250		110	99	6940	20820			pik	u32	u32	u32	2ht	2ht	5	2ht	2	4					flppik	invpik3			1	6	0	war pike	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Widow Javelin	ajav	jav4	u33	pil	u33	100		1	1	34	55					45	73	15	2	-40	275	275	105	105	250		110	99	17	51		321	jav	u33	u33	u33	1ht	1ht	5	1ht	1	3	1	500	500	500	flpam5	invam5			1	3	0	matriarchal javelin	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					20			1	2	0	xxx	xxx	1	0
Widow Pike	aspe	wpn4	u34	pik	u34	100		1	1				1	55	131			15	4	-25	325	325	125	125	250		110	99	9410	28230		324	spr	u34	u34	u34	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	matriarchal pike	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	xxx	xxx	1	0
Axillary Harpoon	jave	jav4	u35	pil	u35	100		1	1	20	34					25	45	14	2	-30	275	275	105	115	250		110	99	17	51		320	pil	u35	u35	u35	1ht	1ht	5	1ht	1	4	1	500	500	500	flptsp	invtsp			1	4	0	winged harpoon	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Marksman Bow	abow	wpn4	u36	am2	u36	100		1	1				1	21	59			13		-10		375		175	250		110	99	11750	35250		300	sbw	u36	u36	u36	bow	bow	6	bow	2	4					flpam2	invam2c			1	6	0	grand matron bow	0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					20					20			5	8	0	xxx	xxx	1	0
Conjuring Shard	orb3	orb4	u37	ob4	u37	100		1	1	30	52							14	0	-40	275	275			250		110	99	3550	10650	1		bst	u37	u37	u37	1hs	1hs	5	1hss	1	3					flpob5	scepter009			1	3	0	dimensional shard	0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			5	8	0	xxx	xxx	1	0
Frenetic Wand	wan3	wan4	u38	bwn	u38	100		1	1	17	19							14	0	-20	275	275			250		110	99	3450	10350			bwn	u38	u38	u38	1hs	1hs	5	1hss	1	3					flpbwn	maces048			1	2	0	lich wand	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Valk1	2Spe		vk1	pik	pik	100		1					1	20	50			15	4		500				250		1	99	3300	9900		326	spr	pik			2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255			2	2	20		1			255					255					255					255					255					255			1	8	0	9p9	7p7	1	0
Valk2	2Spe		vk2	tri	9tr	100		1					1	30	90				4		500				250		1	99	4470	13410			tri	tri			2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	5	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			1	8	0	7tr	7tr	1	0
Valk3	2Spe		vk3	pik	9p9	100		1					1	60	130				4		500				250		1	99	6030	18090			pik	pik			2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	7p7	1	0
Valk4	2Spe		vk4	tri	7tr	100		1					1	100	200			17	4		500				250		1	69	6550	19650			tri	tri			2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Valk5	2Spe		vk5	pik	7p7	100		1					1	150	250			17	4		500				250		1	87	6940	20820			pik	pik			2ht	2ht	5	2ht	2	4					flppik	invpik3			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
