index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Duelist's Knife	100	1		1	1	1	6	wrb	Wrist Blade			5	5000	blac							dmg%		250	300	dmg/lvl		4	4	deadly		25	25	swing2		30	30																																	0
Fist of the Magi	100	1		1	1	18	22	btl	Blade Talons			5	5000	whit							ass		1	1	swing2		40	40	cast2		30	30	sock		2	2					extra-all		3	3	skill-rand	2	186	215	skill-rand	2	186	215																	0
Shadow of the Covenant	100	1		1	1	72	77	7xf	War Fist			5	5000	blac							ass		3	3	swing2		80	80	cast2		30	30	dmg%		300	400	crush		5	5	dmg-max		30	30					sock		2	2	hp%		10	10													0
Wayward Pugilist	100	1		1	1	90	90	utg	Crusader Gauntlets			5	5000	dred							oskill	12	10	10	swing2		20	20					oskill	33	5	5	att		100	200	ac%		400	500	ease		-50	-50	noheal		1	1	slow		5	5	nofreeze		1	1									0
Essence of Lilith	100	1		2	1	95	95	cm3	charm		1	3	5000	lgld			malevolence				skill-rand	2	6	215	hp		60	80	mana		60	80	cast2		10	10	regen-mana		25	25	enr		15	15	dmg-max		10	15																					0
Courage of Diomedes	100	1		2	1	95	95	cm3	charm		1	3	5000	lgld			quest008				dmg-max		10	15					hp		60	80	ama		0	1	bar		0	1	dru		0	1	nec		0	1	ass		0	1	pal		0	1	sor		0	1									0
Bartuc's Malice	100	1		1	1	22	26	skr	skr			5	5000	dred							ass		1	1	dmg%		200	300	dmg%/lvl	9			dmg-norm		4	7	swing2		60	60	cast2		20	20	noheal		1	1	sock		2	2	skill-rand	2	186	215													0
Marilith's Cord	100	1		1	1	65	68	a04	SiegeBelt			5	5000	dred							fireskill		2	2					res-fire		50	50					vit		15	15	ac%		200	300	death-skill	56	100	55	dmg-fire		100	200	ease		-50	-50	nofreeze		1	1									0
Shockfist	100	1		1	1	59	62	a02	SiegeGauntlets			5	5000	whit							ltngskill		2	2					res-ltng		50	50					swing2		30	30	dmg-ltng		1	800	dex		20	20	melee-skill	614	8	30																	0
PrismaticFire Boots	100	1		1	1	62	68	a07	PlatBoots			5	5000	dred	dred						ac%		200	300	move2		20	20	fireskill		2	2	extra-fire		5	5					abs-fire%		1	5	res-fire		40	40																					0
Talic's Banner	100	1		30	1	65	65	cm3	charm		1	3	5000	lgld			talic				hp		40	60	block		10	10	res-all		10	10	red-dmg		10	10	dmg-max		8	10																													0
Tyrael's Scabbard	100	1		2	1	92	90	cm3	charm		1	3	5000	lgld			tyrael				hp		60	80	resistcurse		5	5	regen		100	100	allskills		1	1	dmg-max		10	15																													0
Isendra's Token	100	1		4	1	92	90	rin	Ring			5	5000				isendra				allskills		1	1	resistcurse		5	10	hp		80	100	enr		20	24	balance2		20	30	gold%		30	50	cast2		20	30	oskill	Lower Resist	1	1																	0
Bloodypage1	100	1		8	1	50	50	cm3	charm		1	5	5000	lgld			scroll1				hp		60	80	resistcurse		5	5	res-pois		40	40	enr		5	5																																	0
Bloodypage2	100	1		7	1	60	60	cm3	charm		1	5	5000	lgld			scroll2				hp		60	80	resistcurse		5	5	res-cold		40	40	dex		5	5																																	0
Bloodypage3	100	1		6	1	70	70	cm3	charm		1	5	5000	lgld			scroll3				hp		60	80	resistcurse		5	5	res-ltng		40	40	str		5	5																																	0
Bloodypage4	100	1		5	1	80	80	cm3	charm		1	5	5000	lgld			scroll4				hp		60	80	resistcurse		5	5	res-fire		40	40	vit		5	5																																	0
Bloodypage5	100	1		2	1	90	90	cm3	charm		1	5	5000	lgld			scroll5				hp		60	80	resistcurse		5	5	res-all		15	15	mana		75	75																																	0
Legacy of Blood	100	1		1	1	100	90	cm8	charm		1	3	5000	lgld			scroll6				bloodaura	Sin Aura	1	1																																													0
Woven Harbinger Essence	100	1		1	1	35	35	zlb	Demonhide Sash			5	5000												allskills		1	1	abs-fire%		3	4					reanimate	360	3	3	block-fbr		10	10	all-stats		10	10	skill-rand	1	6	215	skill-rand	1	6	215	red-dmg%		5	8									0
Contagion	100	1		1	1	83	83	uvg	adamant boots			5	5000	cgrn							poisskill		2	3					extra-pois		4	5	swing2		30	30	res-pois-len		50	50	res-pois		50	50	dex		15	15	enr		15	15	noheal		1	1													0
PrismaticPois Boots	100	1		1	1	62	68	a07	PlatBoots			5	5000	cgrn	cgrn						ac%		200	300	move2		20	20	poisskill		2	2	extra-pois		4	5					res-pois-len		80	80	res-pois		40	40																					0
Astral Boots of Illusion	100	1		1	1	92	90	a11	Adamant Boots			5	5000								allskills		2	2	move2		30	30	reanimate	118	6	6	balance2		40	40	all-stats		10	15	castDelayRed%		10	10	gethit-skill	199	10	40	ease		-100	-100																	0
A Healer's Embrace	100	1		6	1	60	60	rin	Ring			5	5000				embrace				allskills		1	1	skill	99	2	4	mana		100	200	res-mag		10	10	lifesteal		5	5	cast2		10	20	hpregen/lvl	16																							0
Song of Erinys	100	1		30	1	40	40	cm3	Charm		1	5	5000				Erinys				enr		20	20	mana		40	60	dmg-min		4	8	mag%		20	20	hp		40	60	gold%		40	40																									0
Zhar's Celt of Bonfusion	100	1		1	1	92	90	a12	Adamant Belt			5	5000								allskills		2	2	extra-mag		4	5	resistcurse		10	10	res-all		20	30	res-mag		20	20	ac%		400	400	extra-pois		4	5	hp		100	200																	0
Phantasmal Volley	100	1		3	1	80	80	aqv	Arrows			5	5000								skilltab	0	1	2	ama		2	2					res-all		20	20					extra-elem		10	12	rep-quant	100																							0
Thinking Cap	100	1		1	1	95	95	ukp	Hydraskull	1		5	5000								allskills		3	3	sock		3	3	extra-all		3	3	all-stats		10	10	cast2		20	30	res-all		20	20	oskill	Lower Resist	1	1	balance2		60	60	mag%		25	50	hp		150	200									0
The Celestial Axe	100	1		1	1	95	95	7ga	Champion Axe	1		5	5000	dred			invtitaxe6				dmg%		400	500	sock		2	2	dmg-norm		50	75	swing2		100	100	hp%		15	25	crush		10	10	deadly		25	25	allskills		4	4	lifesteal		10	10													0
Crackrust	100	1		1	1	95	95	7mt	Devil Star	1		5	5000								dmg%		400	500	sock		2	2	dmg-norm		30	100	swing2		60	60	crush		5	5	res-all		40	40	lifesteal		5	7	str		20	30	slow		5	5	rep-dur	10											0
Blitzen	100	1		1	1	95	95	6sw	Ward Bow	1		5	5000								dmg%		400	500	sock		2	2	ethereal		1	1	skill	Critical Strike	3	6	skill	Strafe	3	6	allskills		4	4	oskill				dex		40	50	dmg-norm		30	110													0
Karik's Ring	100	1		2	1	95	95	rin	Ring	1		5	5000				karikring				dmg-norm		10	10	str		8	12	dex		8	12	res-mag		10	15	res-all		10	15					att		400	500	hp		100	200	oskill	Ground Slam	1	1	ac		400	500	skill	Weapon Mastery	6	7					0
Amulet of Warding	100	1		2	1	95	95	amu	Amulet	1		5	5000				wardingamulet				allskills		2	2	hp		150	200	res-all		40	50	res-mag		20	25	cast2		40	40	resistcurse		15	20	skill-rand	2	6	215	skill-rand	2	6	215	skill-rand	2	6	215													0
Shackles of the Invoker	100	1		1	1	95	95	utb	Mirrored Boots	1		5	5000								fireskill		3	3	extra-fire		5	5	hp		120	140	extra-phys		10	10	move2		50	50	nofreeze		1	1	heal-kill		50	70	enr		40	50																	0
Malic's Perseverance	100	1		1	1	95	95	a10	Adamant Gauntlets	1		5	5000								poisskill		3	3	cast2		15	25	res-pois-len		50	50	extra-pois		5	5	res-all		10	15	ease		-66	-66	resistcurse		10	10																					0
Warrior's Prowess	100	1		1	1	92	90	urs	Great Hauberk			5	5000	blac	blac						red-dmg%		30	30	crush		3	3					lifesteal		10	10	att		300	500	swing2		50	50	vit/lvl	16			block		20	20	dmg%		100	120	noheal		1	1									0
Lindwyrm's Claw	100	1		1	1	1	20	fng	UniqueFang		1	1	1				materials029				move2		10	15	hp		10	15	mana		10	15																																					0
Lindwyrm's Eye	100	1		1	1	1	60	cl9	Unique Eye		1	1	1				crystal001				balance2		10	15	hp		15	20	mana		15	20																																					0
Lindwyrm's Soulstone	100	1		1	1	1	80	cm4	soulstone		1	1	1				invsolr				cast2		10	15	swing2		10	15	hp		20	25	mana		20	25																																	0
Hod's Skull	100	1		1	1	1	15	bsku	Broken Skull		1	1	1				helm077				mag%		25	25	gold%		50	50	res-pois-len		40	40																																					0
Hod's Eye	100	1		1	1	1	55	cl9	Unique Eye		1	1	1				crystal004				resistcurse		5	5	hp		15	20																																									0
Hod's Soulstone	100	1		1	1	1	80	cm4	soulstone		1	1	1				invsoll				dmg-max		5	5	hp		20	25	mana		20	25																																					0
Coldcrow's Skull	100	1		1	1	1	10	bsku	Broken Skull		1	1	1				skulls004				nofreeze		1	1	hp		45	45	mana		45	45																																					0
Coldcrow's Eye	100	1		1	1	1	50	cl9	Unique Eye		1	1	1			 	crystal002				res-all		10	10	hp		15	20	mana		15	20																																					0
Coldcrow's Soulstone	100	1		1	1	1	80	cm4	soulstone		1	1	1				invsolc				res-mag		10	10	hp		20	25	mana		20	25																																					0
Yelsne's Skull	100			1	1	1	45	bsku	Broken Skull		1	1	1				skulls003				regen		33	33	regen-mana		33	33	oskill	Zeal	1	1	allskills		1	1																																	0
Yelsne's Eye	100			1	1	1	75	cl9	Unique Eye		1	1	1				crystal006				oskill	Zeal	1	1	hp		15	20	mana		15	20																																					0
Yelsne's Soulstone	100	1		1	1	1	90	cm4	soulstone		1	1	1				invsolp				extra-all		3	3	hp		20	25	mana		20	25																																					0
Chekka's Skull	100	1		1	1	1	28	bsku	Broken Skull		1	1	1				skulls006				res-mag		12	15																																													0
Chekka's Eye	100	1		1	1	1	70	cl9	Unique Eye		1	1	1				crystal007				summlife		15	20	hp		15	20	mana		15	20																																					0
Chekka's Soulstone	100	1		1	1	1	80	cm4	soulstone		1	1	1				invsolm				heal-kill		40	60	hp		20	25	mana		20	25	mana-kill		20	30																																	0
Sacrificial Bones	100	1		1	1	90	90	7gw	Unearthed Wand			5	5000	blac	blac						nec		4	4					aura	480	8	12	skilltab	8	3	3	sock		2	2	res-all		30	35	cast2		20	20																					0
Arcane Icicle	100	1		1	1	30	35	crs	Crystal Sword			5	5000	dblu	dblu		invswor				indestruct		1	1	extra-cold		8	8	sor		1	1	skill	Frost Nova	3	5	skill	Shiver Armor	3	5	skill	Chilling Armor	3	5	swing2		75	75	enr		20	20	sock		2	2	dmg-cold-max/lvl		24	24	dmg-cold	100	150	250	cast2		30	30	0
Sunstrider	100	1		1	1	18	22	fhl	Full Helm			5	5000	dgld	dgld		invhar2				ama		1	1	ac%		125	225	red-dmg%		5	5	res-mag		5	5	red-dmg		6	9	red-mag		6	9	str		5	5	dex		5	5	res-all		10	15	sock		3	3									0
PrismaticCold Boots	100	1		1	1	62	68	a07	PlatBoots			5	5000	dblu	dblu						ac%		200	300	move2		20	20	coldskill		2	2	extra-cold		4	5					abs-cold%		1	5	res-cold		40	40																					0
The Sightless Eye	100	1		1	1	1	15	fap	gloves (special)			5	5000	blac	blac						ac/lvl	6			cast2		20	20	enr		10	10	res-all		1	5	mana-kill		4	5	res-pois-len		30	30	gethit-skill	601	10	3	skill-rand	1	6	215																	0
The Sightless Eye2	100	1		1	1	1	45	fap	gloves (special)			5	5000	blac	blac						ac/lvl	8			cast2		30	30	enr		15	15	res-all		6	10	mana-kill		10	15	res-pois-len		50	50	gethit-skill	601	10	30	skill-rand	2	6	215																	0
The Sightless Eye3	100	1		1	1	1	75	fap	gloves (special)			5	5000	blac	blac						ac/lvl	10			cast2		40	40	enr		25	25	res-all		11	15	mana-kill		20	25	res-pois-len		75	75	gethit-skill	601	10	50	skill-rand	3	6	215																	0
Sadun's Mantra	100	1		1	1	95	95	cm3	charm		1	5	5000				Saduns				regen		100	200	cast2		20	20	move2		20	20	balance2		20	20	extra-all		6	6																													0
Bloody Dance	100	1		1	1	99	95	7ha	Tomahawk	1		5	5000	dred	dred						dmg%		450	500	swing2		80	80	sock		2	2	dmg-norm		50	100	deadly		33	33	lifesteal		10	15	heal-kill		100	200	allskills		3	3	oskill	Dragon Talon	10	10	dex		30	30	str		30	30	crush		5	5	0
Akkhan's Riposte	100	1		1	1	99	95	7ss	Falcata	1		5	5000	whit	whit						dmg%		450	500	swing2		100	100	sock		2	2	block		40	40	block2		40	40	melee-skill	604	6	1	crush		5	5	red-dmg%		10	15	res-all		10	15	ac%		200	300	dmg-norm		40	80	balance2		100	100	0
Eclipse	100	1		1	1	99	95	7la	Feral Axe	1		5	5000	blac	blac						dmg%		450	500	swing2		100	100	sock		2	2	skilltab	16	5	6	aura	Conviction	5	5	red-dmg%		30	30	crush		10	10	att%		100	200	dmg-fire		250	500	dmg-cold	200	250	500	dmg-norm		50	100	res-all		60	60	0
Obfuscatory Rod	100	1		1	1	99	95	7wn	Polished Wand	1		5	5000	blac	blac						nec		5	5	sock		2	2	hp		100	120	extra-mag		8	8	cast2		30	40	reanimate	56	7	7	skill	68	4	6	skill	74	4	6	res-mag		20	30	skill-rand	2	66	95	skill-rand	2	66	95	skill-rand	2	66	95	0
Inflame	100	1		1	1	99	95	7cl	Truncheon	1		5	5000	dred	dred						dmg%		475	500	swing2		100	100	sock		2	2	fireskill		7	7	castDelayRed%		15	15	dmg-fire		250	500	melee-skill	600	8	55	dmg-norm		40	80	res-fire		60	100	extra-fire		8	8	cast2		40	40					0
Archangel's Refreshment	100	1		1	1	99	95	7sc	Mighty Scepter	1		5	5000	whit	whit						skilltab	9	6	7	sock		2	2	cast2		30	40					extra-mag		8	8	aura	120	5	10	enr		30	40	heal-kill		50	100	res-mag		15	25	red-dmg%		15	25	balance2		40	40	move2		40	40	0
Raekor's Sledgehammer	100	1		1	1	99	95	7m7	Ogre Maul	1		5	5000	blac	blac						dmg%		450	500	swing2		80	80	sock		2	2	allskills		5	5					crush		10	10	castDelayRed%		25	25	dmg-norm		60	100	dmg-undead		300	400	str		50	60	res-all		60	60	red-dmg%		30	35	0
Penumbra	100	1		1	1	99	95	72h	Legend Sword	1		5	5000	dblu	dblu						dmg%		450	500	swing2		50	50	sock		2	2	skill	147	4	6	crush		6	6	ethereal		1	1	indestruct		1	1	reanimate	42	4	4	deadly		25	25	att		100	200	lifesteal		10	10	dmg-norm		40	80	0
Wyvern Fang	100	1		1	1	99	95	7dg	Bone Knife	1		5	5000	dgrn	dgrn						nec		5	5	swing2		100	100	sock		2	2	skilltab	6	1	3	cast2		20	30	hp%		12	15	extra-pois		8	8	res-all		30	40	red-dmg%		10	15	balance2		100	100									0
Dark Tendrils	100	1		1	1	99	95	7tk	Flying Knife	1		5	5000	blac	blac						dmg%		450	500	swing2		60	60	sock		2	2	rep-quant	100			pierce		66	66	bar		3	3	crush		5	5	dmg%/lvl	10			dmg-demon		200	300	openwounds		25	25	deadly		25	25	dmg-norm		30	60	0
Aurora Borealis	100	1		1	1	99	95	7ja	Hyperion Javelin	1		5	5000	dblu	dblu						dmg%		450	500	swing2		60	60	sock		2	2	rep-quant	100			allskills		2	2	red-dmg%		10	15	crush		5	5	dmg-cold	200	250	500	freeze		9	9	dmg-norm		30	60	vit		15	25	hit-skill	604	6	1	0
Hunter's Gift	100	1		1	1	99	95	7sr	Hyperion Spear	1		5	5000	dgld	dlgd						dmg%		450	500	swing2		100	100	sock		2	2	crush		10	10	rep-dur	10							res-all		60	60	gethit-skill	610	10	55	oskill	Inner Sight	1	1	red-dmg		40	50	lifesteal		8	12	dmg-norm		40	80	0
Hiberlian Vigor	100	1		1	1	99	95	7o7	Ogre Axe	1		5	5000	dgld	dgld						dmg%		450	500	swing2		100	100	sock		2	2	ease		50	50	skill	151	4	6	crush		10	10	dmg-norm		40	80	hp%		20	25	res-all		40	60	melee-skill	604	6	1	aura	115	1	1					0
Spirit of Arachyr	100	1		1	1	99	95	6ss	Walking Stick	1		5	5000	dred	dred						dru		7	7	sock		3	3	cast2		80	100	skill	164	3	5	skill	179	3	5	skill	180	3	5	red-dmg%		20	25	extra-phys		16	16	enr		40	50	hp		350	450	ac		300	400	res-all		80	100	0
Atrophy	100	1		1	1	99	95	6sb	Spider Bow	1		5	5000	blac	blac						dmg%		450	500	swing2		80	80	sock		2	2	crush		3	3	dmg-norm		50	100	all-stats		15	15	kill-skill	602	10	55	dmg-to-mana		50	50	lifesteal		5	10					deadly		33	33	ethereal		1	1	0
Danetta's Hatred	100	1		1	1	99	95	6lx	Pellet Bow	1		5	5000	blac	blac						dmg%		450	500	swing2		100	100	sock		2	2	crush		6	6	dmg-norm		60	120	dmg%/lvl	10			dex		30	50	vit		30	50	hp		200	300	slow		5	5	noheal		1	1	ethereal		1	1	0
Hypnotic Darkness	100	1		1	1	99	95	7ar	Suwayyah	1		5	5000	blac	blac						dmg%		450	500	swing2		100	100	sock		2	2	ass		6	6	crush		5	5	stupidity		1	1	skill-rand	3	186	215	extra-all		8	8	deadly		25	25	hp		100	120	skill-rand	3	186	215	dmg-norm		40	80	0
Chantodo's Force	100	1		1	1	99	95	obc	Eldritch Orb	1		5	5000	dblu	dblu						sor		5	5	sock		2	2	cast2		40	60					extra-elem		8	8					mana%		50	50	oskill	Lower Resist	1	1	enr		20	30	vit		20	30	skill-rand	2	36	65	skill-rand	2	36	65	0
Cuchulain's Revenge	100	1		1	1	99	95	amb	Matriarchal Bow	1		5	5000	dpur	dpur						dmg%		450	500	swing2		80	80	sock		2	2	ama		5	5	move2		40	40	mana		120	140	extra-elem		8	8	hit-skill	617	1	55	dmg/lvl	12			res-all		40	60	all-stats		15	15	ethereal		1	1	0
Polar Rift	100	1		1	1	99	95	amd	Matriarchal Spear	1		5	5000	dpur	dpur						dmg%		450	500	swing2		60	60	sock		2	2	crush		10	10	ama		7	7	rep-dur	10			dmg-norm		50	100					hp%		12	15	castDelayRed%		20	25	oskill	Ground Slam	1	1	res-all		50	60	0
Asheara's Lambast	100	1		1	1	99	95	amf	Matriarchal Javelin	1		5	5000	dpur	dpur						dmg%		450	500	swing2		50	50	sock		2	2	ama		5	5	rep-quant	100			pierce		66	66	crush		5	5	extra-ltng		8	8	extra-pois		8	8	block		30	30	dmg-norm		30	60	all-stats		15	15	0
Deifrang's Form	100	1		1	1	99	95	ung	Diamond Mail	1		5	5000	blac	blac						ac%		400	500	sock		4	4	allskills		2	2	res-all		50	60	red-dmg%		20	25	hp%		20	25	oskill	Iron Skin	10	10					abs-elem%		1	1	res-pois-len		100	100					all-stats		15	15	0
Helltooth Surcoat	100	1		1	1	99	95	uui	Dusk Shroud	1		5	5000	dred	dred						ac		400	500	sock		4	4	cast2		25	35	fireskill		4	4	extra-fire		3	3	hp		300	400	mana%		40	50	res-all		40	60	gethit-skill	602	20	60	red-dmg%		12	15	move2		40	40					0
Pestilent Incantation	100	1		1	1	99	95	uap	Shako	1		5	5000	dgrn	dgrn						ac		200	300	sock		3	3	hp%		12	15	poisskill		4	4	extra-pois		4	4	melee-skill	609	8	55	res-pois		80	100	res-pois-len		40	50	openwounds		33	33	noheal		1	1	swing2		20	20	res-all		25	35	0
Aughild's Gait	100	1		1	1	99	95	ulb	Wyrmhide Boots	1		5	5000	dblu	dblu						ac		100	200	move2		40	40	coldskill		3	3	extra-cold		6	6	res-cold		60	80	res-mag		30	40	gethit-skill	601	10	55	nofreeze		1	1	crush		3	3	gold%		50	100	res-all		15	25					0
Krelm's Search	100	1		1	1	99	95	ulg	Bramble Mitts	1		5	5000	dyel	dyel						ac		100	200	swing2		30	40	cast2		20	30	ltngskill		3	3	extra-ltng		6	6	reanimate	118	6	6	crush		3	3	res-ltng		60	80	res-all		15	25	mag%		25	50									0
The Shadow's Coil	100	1		1	1	99	95	ulc	Spiderweb Sash	1		5	5000	whit	whit						ac		100	200	balance2		40	40	magskill		3	3	cast2		20	30	res-all		15	25	extra-mag		6	6	res-mag		20	30	enr		15	25	vit		15	25													0
Soldier's Barricade	100	1		1	1	99	95	uuc	Heater	1		5	5000	blac	blac						ac%		400	500	sock		4	4	block		50	50	block2		50	50	ease		100	100	indestruct		1	1	balance2		100	100	red-dmg%		30	40	resistcurse		30	40	res-all		30	40	res-pois-len		80	100					0
The Dancing Serpent	100	1		1	1	99	95	drc	Sun Spirit	1		5	5000	dgrn	dgrn						ac%		400	500	sock		3	3	dru		5	5									res-all		40	60	swing2		30	40	cast2		30	40	lifesteal		8	12									skill-rand	2	156	185	0
Skull of the Wretched	100	1		1	1	99	95	bac	Fury Visor	1		5	5000	blac	blac						ac%		400	500	sock		3	3	bar		5	5	cast2		20	30	hp%		10	15	res-all		40	60	red-dmg%		20	30					lifesteal		8	12	dmg-norm		20	30					skill-rand	2	131	155	0
Roland's Determination	100	1		1	1	99	95	pac	Sacred Rondache	1		5	5000	blac	blac						ac%		400	500	sock		4	4	pal		5	5	skill	97	4	6	block-fbr		30	50	abs-elem%		1	1	res-all		40	60	red-dmg%		25	25	skill	Holy Shield	3	4	all-stats		15	15	indestruct		1	1	skill-rand	2	96	125	0
Demon's Aileron	100	1		1	1	99	95	neg	Hellspawn Skull	1		5	5000	dred	dred						ac%		400	500	sock		4	4	nec		5	5	cast2		30	40	block		40	50	block2		40	50	hp%		10	15	res-all		40	60	red-dmg%		15	20	reanimate	361	5	5					skill-rand	2	66	95	0
Griswold's Galoshes	100	1		1	1	1	15	gri	boots (special)			5	5000	dgry	dgry						ac/lvl	6			move2		20	20	heal-kill		4	6	mana-kill		4	6	str		10	15	dr-mdr		4	6	skill-rand	1	6	215	res-all		8	12																	0
Griswold's Galoshes2	100	1		1	1	1	45	gri	boots (special)			5	5000	dgry	dgry						ac/lvl	8			move2		30	30	heal-kill		10	14	mana-kill		10	14	str		20	25	dr-mdr		10	12	skill-rand	2	6	215	res-all		14	20																	0
Griswold's Galoshes3	100	1		1	1	1	75	gri	boots (special)			5	5000	dgry	dgry						ac/lvl	10			move2		40	40	heal-kill		15	20	mana-kill		15	20	str		30	35	dr-mdr		16	20	skill-rand	3	6	215	res-all		20	25																	0
Madawc's Decree	100	1		30	1	75	75	cm3	charm		1	5	5000				Madawc				mana		40	60	res-mag		5	5	move2		15	15	dmg-cold	100	100	200	hp		40	60	dmg-max		8	10																									0
Korlic's Honor	100	1		30	1	85	85	cm3	charm		1	5	5000				Korlic				allskills		1	1	hp		40	60	ac		100	200	red-dmg%		5	5	dmg-max		8	10																													0
Radiant Bilestone	100			1	1	1	30	cr2	Ring (special)		1	5	5000				radiantring				allskills		1	1	res-pois-len		33	33	lifesteal		4	4	manasteal		4	4	hp		40	40	res-pois		33	33	gethit-skill	609	10	25	crush		1	1																	0
Radiant Bilestone2	100			1	1	1	75	cr3	Ring (special)		1	5	5000				radiantring				allskills		1	1	res-pois-len		50	50	lifesteal		6	6	manasteal		6	6	hp		60	60	res-pois		50	50	gethit-skill	609	10	45	crush		1	1																	0
Radiant Bilestone3	100			1	1	1	95	cr4	Ring (special)		1	5	5000				radiantring				allskills		2	2	res-pois-len		75	75	lifesteal		8	8	manasteal		8	8	hp		80	80	res-pois		75	75	gethit-skill	609	10	65	crush		1	1																	0
Heavily Corroded Ring	100			1	1	1	30	cra	Ring (special)		1	5	5000																																																								0
Heavily Corroded Ring2	100			1	1	1	75	crb	Ring (special)		1	5	5000																																																								0
Heavily Corroded Ring3	100			1	1	1	95	crc	Ring (special)		1	5	5000																																																								0
Horazon's Cloak	100	1		1	1	100	96	sm1	Samite Vest			5	5000	dred							balance2		50	50	allskills		3	3	sock		4	4	red-dmg%		15	25	res-pois-len		50	100	mana%		40	50	gethit-skill	602	10	60	gethit-skill	608	20	1	enr/lvl	6			ac%		200	250	ease		-33	-33	res-all		50	60	0
Dragon's Breach	100	1		1	1	100	96	osb	Osseous Barrier			5	5000								fireskill		5	5	ac%		400	500	heal-kill		50	100	balance2		100	100	sock		4	4	enr		40	50	res-all		40	50	block-fbr		40	50	abs-elem%		1	1	red-dmg%		15	25	dmg-fire		300	500	nofreeze		1	1	0
Bow of the Dead	100	1		1	1	100	96	u18	Falconer's Bow			5	5000	blac							dmg%		450	500	dmg/lvl	8			hp/lvl	48			sock		2	2	swing2		100	100	crush		5	5	ama		6	6	res-all		30	40	lifesteal		8	12	dmg-norm		40	100	ethereal		1	1	oskill	Revive	40	40	0
Hammer of Jholm	100	1		1	1	100	96	u13	Hallowed Gavel			5	5000	blac							dmg%		450	500	dmg-norm		40	100					sock		2	2	swing2		100	100	crush		5	5	oskill	Vengeance	20	20	eth-indestruct		1	1	hp		250	300	deadly		25	25	att		400	500	noheal		1	1	0
Oblivion Touch	100	1		1	1	100	96	tt3	Titan Gauntlets			5	5000								ac%		400	500	swing2		50	50	cast2		15	25	dmg%		75	100	red-dmg%		10	10	crush		3	3	lifesteal		10	10	oskill	Ground Slam	1	1	dex		25	30	hp		200	300	str		20	25	openwounds		33	33	0
Mindcry	100	1		1	1	100	96	u14	Elegant Baselard			5	5000								allskills		6	6	extra-all		12	12	cast2		40	50	enr/lvl	4							balance2		60	60	res-all		30	40	ease		-75	-75	castDelayRed%		15	25	hp		80	100	mana%		25	50					0
Fallen Soldier's Rage	100	1		1	1	100	96	u16	Sanctified Bayonet			5	5000	dred							dmg%		400	500	skill	Enchant	7	7	extra-fire		12	12	melee-skill	proc_SplashFire	100	1	red-dmg%		15	20	dmg-fire-max/lvl	80			eth-indestruct		1	1	swing2		120	120	att%		300	400	fireskill		7	7	state	wolf	1	1	hp%		20	20	0
Skull of Na-Krul	100	1		1	1	100	96	tt2	Titan Skull			5	5000	dred							ac%		400	500	allskills		3	3	sock		3	3	dmg-norm		15	20	hp%		15	20	res-mag		20	25	red-dmg%		20	25	cast2		50	50	balance2		60	60	resistcurse		10	10	nofreeze		1	1					0
Deathstalkers	100	1		1	1	100	96	tt4	Titan Greaves			5	5000	blac							ac%		400	500	allskills		3	3	move2		50	50	red-dmg%		10	15	dmg%		75	100	crush		3	3	reanimate	40	5	5	dex		20	30	hp		180	200	gethit-skill	611	10	60	openwounds		15	35					0
Quiver of Screaming Souls	100	1		1	1	100	96	aqv	Arrows			5	5000								ama		3	3	Purify2	103	1	6					extra-all		12	12	dex		30	40	vit		30	40	res-all		20	30	dmg-demon		100	200	dmg-undead		100	200	rep-quant	100											0
Hand of Malevolence	100	1		1	1	100	96	u11	Cutthroat Paw			5	5000	blac							ass		6	6	dmg%		400	500	sock		2	2	dmg-norm		40	100	extra-all		8	8	swing2		100	100	eth-indestruct		1	1					crush		5	5	skill-rand	1	186	215	hp		80	100	heal-kill		66	66	0
Optic Amulet	100	1		1	1	100	96	amu	Amulet			5	5000				opticamulet				allskills		3	3	mana%		30	50	res-all		30	40					enr		50	60	vit		50	60	mag%		25	50	cast2		30	40	castDelayRed%		10	15													0
Zakarum's Salvation	100	1		1	1	100	96	amu	Amulet			5	5000				zaksalvamulet				allskills		3	3	skill	Prayer	1	3	dmg-undead		100	150	res-all		50	50	cast2		30	40	swing2		50	50	balance2		50	50	res-pois-len		30	50	block-fbr		20	25	hp		200	300	dmg-cold	250	300	500	crush		1	1	0
Mercurial Ring	100	1		1	1	100	96	rin	Ring			5	5000				mercurialring				ama		1	2	ass		1	2	bar		1	2	dru		1	2	nec		1	2	pal		1	2	sor		1	2	nofreeze		1	1	ac		200	200	enr		40	50	hp		250	300					0
Intemperance	100	1		1	1	100	96	rin	Ring			5	5000				intemperancering				dmg%		100	100	allskills		1	1	all-stats		10	10	red-dmg%		5	10	res-mag		10	20	resistcurse		5	10	gold%		50	100	mag%		25	50	dmg-norm		10	10	crush		1	1	hp		150	200	noheal		1	1	0
