Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	minHP(N)	maxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	minHP(H)	maxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
vilechild2	302	vilechild1	vilechild3	1	StygianDog	vilechild2	Attacker	Demon	VileDog		VC	1													3	3		9	11	1	38	65	85	vilechild	vilechild	9	15	12	9	40	40	40	80	85	90	8	6	4	80	85	90																									1	1							1					1	1							1																										50	40	30	-25	-25	-25					33						33						66		2				43	43	43	0	105	105	84	90	68	78	160							84	84	70	90	68	78	160							90	90	70	90	68	78	2000																																																	Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
vilechild3	303	vilechild1	vilechild4	2	GrotesqueWyrm	vilechild3	Attacker	Demon	VileDog		VC	1													3	3		10	12	1	40	66	86	vilechild	vilechild	9	15	12	9	40	40	40	80	85	90	6	4	2	80	85	90																									1	1							1					1	1							1																										50	40	30	-25	-25	-25					33						33						66		2				47	47	47	0	120	120	84	100	70	80	160							90	90	70	100	70	80	160							93	93	70	100	70	80	2000																																																	Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
fingermage1	304	fingermage1	fingermage2	0	Groper	fingermage1	Curser	Undead	FingerMage	homing missiles	FR	1													3	3		10	16	1	37	65	85	fingermage	fingermage	10	15	12	9	40	40	40	50	50	50	60	70	80	50	50	50	30	30	30	20	20	20	5	5	5	40	40	40	6	4	2										1						1			1	1			1	1									FingerMageSpider	S1	1																									-25	-25	-25	33	33	33	33			40	40	33	33			40	40	33	66			3				24	24	24	0	250	250	85	200	90	180	130							195	195	100	200	90	180	130							180	180	100	200	90	180	2000																																																	Act 5 Wraith A	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Wraith A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
fingermage2	305	fingermage1	fingermage3	1	Strangler	fingermage2	Curser	Undead	FingerMage	homing missiles	FR	1													3	3		10	16	1	39	66	86	fingermage	fingermage	10	15	12	9	40	40	40	60	60	60	70	80	90	50	50	50	30	30	30	20	20	20	5	5	5	40	40	40	5	3	2										1						1			1	1			1	1									FingerMageSpider	S1	1																									-25	-25	-25	33	33	33	33			40	40	33	33			40	40	33	66			3				27	27	27	0	260	260	84	250	92	182	130							198	198	100	250	92	182	130							180	180	100	250	92	182	2000																																																	Act 5 Wraith B	Act 5 Champ B	Act 5 Unique B		Act 4 (N) Wraith B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Wraith B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
fingermage3	306	fingermage1	fingermage4	3	StormCaster	fingermage3	Curser	Undead	FingerMage	homing missiles	FR	1													3	4		10	16	1	40	70	90	fingermage	fingermage	10	15	12	9	40	40	40	75	75	75	80	90	99	50	50	50	30	30	30	20	20	20	5	5	5	40	40	40	4	2	1										1						1			1	1			1	1									FingerMageSpider	S1	1																									-25	-25	-25	33	33	33	33			40	40	33	33			40	40	33	66			3				29	29	29	0	295	295	84	300	94	184	130							203	203	100	300	94	184	130							180	180	100	300	94	184	2000																																																	Act 5 Wraith C	Act 5 Champ C	Act 5 Unique C		Act 4 (N) Wraith B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Wraith B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
regurgitator1	307	regurgitator1	regurgitator2	0	Corpulent	regurgitator1	Attacker	Demon	Regurgitator	eats and spits corpses	CS	1													3	3		6	12	1	36	64	84	regurgitator	regurgitator	10	15	12	9	40	40	40	70	75	75	20	20	20	40	50	50	20	25	30	5	6	7	26	29	32								regurgitatorcorpse								1	1							1					1	1							1		RegurgitatorEat	S1	1																						50	40	30	-25	-25	-25	25	25	25	25	25	66	25	25	25	25	25	66	25	25	25	25	25	66	3				24	24	24	0	300	300	85	200	138	178	150							208	208	95	200	138	178	150							180	180	95	200	138	178	2000							A1	stun	50			20	55			20	60			20																													Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
regurgitator2	308	regurgitator1	regurgitator3	1	CorpseSpitter	regurgitator2	Attacker	Demon	Regurgitator	eats and spits corpses	CS	1													3	3		7	12	1	38	65	85	regurgitator	regurgitator	10	15	12	9	40	40	40	80	80	80	20	20	20	50	50	50	20	25	30	6	7	8	26	29	32								regurgitatorcorpse								1	1							1					1	1							1		RegurgitatorEat	S1	1																						50	40	30	-25	-25	-25	25	25	25	25	25	66	25	25	25	25	25	66	25	25	25	25	25	66	3				27	27	27	0	310	310	84	225	139	179	150							213	213	95	225	139	179	150							183	183	95	225	139	179	2000							A1	stun	50			20	55			20	60			20																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
regurgitator3	309	regurgitator1	regurgitator4	2	MawFiend	regurgitator3	Attacker	Demon	Regurgitator	eats and spits corpses	CS	1													3	4		8	12	1	40	66	86	regurgitator	regurgitator	10	15	12	9	40	40	40	90	90	90	20	20	20	60	60	60	20	25	30	9	9	9	26	29	32								regurgitatorcorpse								1	1							1					1	1							1		RegurgitatorEat	S1	1																						50	40	30	-25	-25	-25	25	25	25	25	25	66	25	25	25	25	25	66	25	25	25	25	25	66	3				29	29	29	0	340	340	84	250	140	180	150							218	218	95	250	140	180	150							186	186	95	250	140	180	2000							A1	stun	50			20	55			20	60			20																													Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
doomknight1	310	doomknight1	dkfig1	0	DoomKnight	doomknight1	Defender	UndeadDemon	DoomKnight	Demon	UM	1													3	3		10	10	1	37	65	85	doomknight	doomknight	10	15	12	9	40	40	40	90	95	100	4	2	1	90	95	100	4	2	1																						1	1					1				1			1	1							1																													-25	-25	-25	33	33	66	33	33	33	33	33	66	33	33	33	33	33	66	33	33	33	2			1	32	32	32	0	300	300	107	200	122	182	140							213	213	115	200	122	182	140							195	195	115	200	122	182	2000							A1	rand	60	33	66	50	75	44	88	75	100	60	120	100																													Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
doomknight2	311	doomknight2	izualguard	0	AbyssKnight	doomknight2	Curser	UndeadDemon	AbyssKnight	Demon	UM	1	1												3	3		8	8	1	39	66	86	doomknight	doomknight	10	15	12	9	40	40	40	50	75	100	80	80	80	90	94	97	6	4	2	6	6	5	1	1	0	70	65	50	40	40	40										1						1				1			1	1									DoomKnightMissile	S1	1	MonBoneArmor	S1	5	MonBoneSpirit	S1	1																			-25	-25	-25	33	33	33	66	33	33	33	33	33	66	33	33	33	33	33	66	33	33	2			1	27	27	27	0	300	300	107	250	122	182	145							213	213	115	250	122	182	145							195	195	115	250	122	182	2000							A1	rand	50	33	66	50	66	44	88	75	75	60	120	100																													Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
doomknight3	312	doomknight3	dkmag1	0	OblivionKnight	doomknight3	doomKnMage	UndeadDemon	OblivionKnight	Demon	UM	1	1						doomknight2			1	2	2	3	3		8	8	1	40	68	88	doomknight	doomknight	10	15	12	9	40	40	40	6	7	8	25	26	27	400	300	200	50	50	50	80	85	90	30	30	30	30	30	30	9	10	11										1						1				1			1										DoomKnightMissile	S1	1	MonBoneArmor	S1	5	MonBoneSpirit	S1	1	MonDecrepify	S2	10	Bestow	seq_undeadbestow	15	MonCurseCast	S2	5										-25	-25	-25	33	33	33	33	66	33	33	33	33	33	66	33	33	33	33	33	66	33	2				29	29	29	0	360	360	107	300	120	180	150							240	240	115	300	120	180	150							200	200	115	300	120	180	2000																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
quillbear1	313	quillbear1	quillbear2	0	QuillBear	quillbear1	QuillBear	BeastBehemoth	QuillMother	BeastBehemoth	S7	1							quillrat1			1	2	3	2	2		6	8	1	1	50	70	quillrat	quillrat	10	15	12	9	40	40	40	75	75	80	50	75	80	8	6	6	15	12	9																						1	1												1																																		100	75	50	-25	-25	-25									33	33	33	33						66	2				3	3	3	0	120	120	84	150	50	100	101	20	30	150				180	180	80	190	52	102	101	40	50	150				180	180	80	190	52	102	101	50	60	150				A2	pois					15	10	15	50	20	20	25	75																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		Quill 1 (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
quillbear2	314	quillbear1	quillbear3	1	SpikeGiant	quillbear2	QuillBear	BeastBehemoth	QuillMother	BeastBehemoth	S7	1							quillrat2			1	2	3	2	2		6	8	1	7	52	72	quillrat	quillrat	10	15	12	9	40	40	40	75	75	80	50	75	80	8	6	6	15	12	9																						1	1												1																																		100	75	50	-25	-25	-25									33	33	33	33					66		2				6	6	6	0	150	150	84	150	26	126	102	25	35	151				180	180	80	190	28	128	102	40	50	151				180	180	80	190	28	128	102	50	60	151				A2	cold					5	25	40	100	15	35	60	150																													Quill 2	Act 1 Champ B	Act 1 Unique B		Quill 2 (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		Quill 2 (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
quillbear3	315	quillbear1	quillbear4	2	ThornBrute	quillbear3	QuillBear	BeastBehemoth	QuillMother	BeastBehemoth	S7	1							quillrat3			1	2	3	2	2		6	8	1	10	53	73	quillrat	quillrat	10	15	12	9	40	40	40	75	75	80	50	75	80	8	6	6	15	12	9																						1	1												1																																		100	75	50	-25	-25	-25									33	33	33	33				66			2				9	9	9	0	160	160	84	150	34	117	103	25	35	152				185	185	80	190	34	118	103	40	50	152				185	185	80	190	34	118	103	50	60	152				A2	cold					5	25	40	100	15	35	60	150																													Quill 3	Act 1 Champ B	Act 1 Unique B		Quill 3 (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		Quill 3 (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
quillbear4	316	quillbear1	quillbear5	3	RazorBeast	quillbear4	QuillBear	BeastBehemoth	QuillMother	BeastBehemoth	S7	1							quillrat4			1	2	3	2	2		6	8	1	11	54	74	quillrat	quillrat	10	15	12	9	40	40	40	75	75	80	50	75	80	8	6	6	15	12	9																						1	1												1																																		100	75	50	-25	-25	-25									33	33	33	33			66				2				10	10	10	0	180	180	84	150	36	118	104	25	35	153				190	190	80	190	37	119	104	40	50	153				190	190	80	190	37	119	104	50	60	153				A2	fire					5	30	45		15	45	75																														Quill 4	Act 1 Champ C	Act 1 Unique C		Quill 4 (N)	Act 1 (N) Champ C	Act 1 (N) Unique C		Quill 4 (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
quillbear5	317	quillbear1		4	GiantUrchin	quillbear5	QuillBear	BeastBehemoth	QuillMother	BeastBehemoth	S7	1							quillrat5			1	2	3	2	2		6	8	1	27	60	80	quillrat	quillrat	10	15	12	9	40	40	40	75	75	80	50	75	80	8	6	6	15	12	9																						1	1												1																																		100	75	50	-25	-25	-25														66					3				18	18	18	0	260	260	84	150	60	120	105	50	60	154				195	195	80	190	60	120	105	50	60	154				190	190	80	190	60	120	105	60	80	154				A2	ltng					5	5	75		15	5	120																														Quill 5	Act 3 Champ B	Act 3 Unique B		Quill 5 (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		Quill 5 (H)	Act 3 (H) Champ A	Act 3 (H) Unique A								0
snake	318	snake		0	Dummy	snake			Idle		CO	1													1	1		2	2	1							15	15	15	40	40	40																																	1		1				1								1	1																																																									2							0																																																																																																				0
parrot	319	parrot		0	Dummy	parrot			Idle		PR	1													1	1		5	5	1							15	15	15	40	40	40																																	1		1				1				1				1	1																																																									2																																																																																																											0
fish	320	fish		0	Dummy	fish			Idle		FJ	1													1	1		5	5	1							15	15	15	40	40	40																																	1	1	1				1								1	1																																																									2																																																																																																											0
evilhole1	321	evilhole1	evilhole2	0	Dummy	evilhole1			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	1	34	67	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																																														2																																																																																																											0
evilhole2	322	evilhole1	evilhole3	1	Dummy	evilhole2			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	4	37	70	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																																														2																																																																																																											0
evilhole3	323	evilhole1	evilhole4	2	Dummy	evilhole3			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	7	40	73	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																																														2																																																																																																											0
evilhole4	324	evilhole1	evilhole5	3	Dummy	evilhole4			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	9	42	75	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																																														2																																																																																																											0
evilhole5	325	evilhole1		4	Dummy	evilhole5			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	22	55	83	smithdeath	smithdeath	9	15	15	15	40	40	40	10	10	10	50	50	50																													1												1										Nest	S4	1																																														2																																																																																																											0
trap-firebolt	326	trap-firebolt		0	a trap	trap-firebolt			Trap-Missile		9A	1													1	1		0	0	1							15	15	15	40	40	40	25	30	32	1	1	1	15	15	15																trapfirebolt																										1	1																																																					2																																																																																																											0
trap-horzmissile	327	trap-horzmissile		0	a trap	trap-horzmissile			Trap-RightArrow		9A	1													1	1		0	0	1	1	34	67	sk_archer	sk_archer		15	15	15	40	40	40	5	5	5	15	15	15	30	23	18	200	200	200													trap spike right		trap poison ball right	trap cursed skull right																							1	1					PoisonBallTrap	S1	20	CursedBallTrapRight	S1	20																																											2												51	151	3001											51	151	3001											51	151	3001							S1	pois	100	100	100	150	100	100	100	150	100	100	100	100																																															0
trap-vertmissile	328	trap-vertmissile		0	a trap	trap-vertmissile			Trap-LeftArrow		9A	1													1	1		0	0	1	1	34	67	sk_archer	sk_archer		15	15	15	40	40	40	5	5	5	15	15	15	30	23	18	200	200	200													trap spike left		trap poison ball left	trap cursed skull left																							1	1					PoisonBallTrap	S1	20	CursedBallTrapLeft	S1	20																																											2												51	151	3001											51	151	3001											51	151	3001							S1	pois	100	100	100	150	100	100	100	150	100	100	100	100																																															0
trap-poisoncloud	329	trap-poisoncloud	arrowdropper	0	a trap	trap-poisoncloud			Trap-Poison		9A	1													1	1		0	0	1							15	15	15	40	40	40	20	20	20	1	1	1	15	15	15																trappoisonjavcloud																										1	1					PrimePoisonNova	A1	20																																														2																																																																																																											0
trap-lightning	330	trap-firebolt		0	a trap	trap-firebolt			Trap-Missile		9A	1													1	1		0	0	1							15	15	15	40	40	40	25	30	32	1	1	1	15	15	15																trapfirebolt																										1	1																																																					2																																																																																																											0
act2guard2	331	act2guard2		0	Kaelan	act2guard2			JarJar		GU	1													1	1		6	6	0				act3hire	act3hire	11	15	15	15	40	40	40																																	1	1	1	1	1		1								1	1																																	100	100	100	-25	-25	-25																			2																																																																																																											0
invisospawner	332	invisospawner		0	Dummy	invisospawner			InvisoSpawner		K9	1													1	1		0	0	0							15	15	15	40	40	40	4	4	4	5	5	5	125	125	125																									1	1																1																																																						2																																																																																																											0
diabloclone	333	diablo		0	DiabloSoul	diablo		DemonDeity	Diablo	DemonDeity	DI	1													1	1		14	16	0	40	80	100	diablo	diablo	14	10	8	6	40	40	40																																												1	1	1	1										DiabLight	SC	40	MonFrozenOrb	S2	40	DiabFire	S1	40	BigTornado	S3	5	DiabRun	seq_diablorun	40	Flamestrike	S3	40	Flamestrike	S3	40	Diablogeddon	S3	40																			66	66	66	66	66	66	0			1	60	60	60	0	12500	12500	125	30000	500	600	1000							10000	10000	140	30000	500	600	1000							8000	8000	300	50000	600	800	2000							A1	cold	100	33	66	150	100	33	66	175	100	400	500	500																																					Baal	Baal (N)	Baal (H)	Baal (H)				1			0
suckernest1	334	suckernest1	suckernest2	0	SuckerNest	suckernest1			MosquitoNest		DH				mosquito1	-2	-2	NU							1	1		0	0	1							15	15	15	40	40	40	18	19	21	25	26	27	200	180	175																									1	1												1										Nest	seq_mosquitonest	1																																														2								500	500	84	196										360	360	65	350										240	240	65	350																																																				Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
suckernest2	335	suckernest1	suckernest3	1	FeederNest	suckernest2			MosquitoNest		DH				mosquito2	-2	-2	NU							1	1		0	0	1							15	15	15	40	40	40	19	20	22	25	26	27	200	180	175																									1	1												1										Nest	seq_mosquitonest	1																																														2								500	500	84	196										360	360	65	350										240	240	65	350																																																				Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
suckernest3	336	suckernest1	suckernest4	2	BloodHookNest	suckernest3			MosquitoNest		DH				mosquito3	-2	-2	NU							1	1		0	0	1							15	15	15	40	40	40	20	21	23	25	26	27	200	180	175																									1	1												1										Nest	seq_mosquitonest	1																																														2								500	500	84	196										360	360	65	350										240	240	65	350																																																				Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 1 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 1 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
